,Review,Freshness
2287,"As symbolically rich as a Jodorowsky hippie acid trip with the pagan matriarchal horror of The Wicker Man, Midsommar feels like a nightmare that started off as a dream.",1
383,"[A] funny, inventive, scary film.",1
45105,"Frantic and fresh, ""The Bourne Supremacy"" is a chic spy thriller that's even better than the original.",1
42954,Book a one-way flight on the original Phoenix instead.,0
11047,"It offers few surprises, but the strength of the performances, and Beresford's touch as a director make it a worthwhile diversion.",1
759,Russell's world view is essentially optimistic and romantic,1
261098," A new entry in the Mad Max franchise every bit as unique as the first three, Mad Max: Fury Road is a welcome, exciting and surprising addition to the post-apocalyptic blockbuster genre.",1
6615, What the film does best is to demonstrate the strength of the bond between the band and its audience.,1
54269,"At the end, the crowd applauded to signify their ironic appreciation for the imperishable pleasures of trash culture. Unfortunately, with Snakes on a Plane, there isn't much of a joke to be in on.",0
124737," Cut beneath the financial wheeling-and-dealing, and ""Norman"" is a surprisingly thoughtful film.",1
50151,"While the film kicks off with a steamy shot of Ricci strutting down a country road in cowboy boots and hot pants short enough to shame Daisy Duke herself, Brewer's torrid tale turns out to be a surprisingly sweet fable about emotional redemption.",1
117098, A low-budget chilling jailhouse ghost story drama.,1
19953,It fumbles a bit by prioritizing the goofy antics of its white cast over what turns out to be a smart depiction of non-Western life.,0
77462," White God offers a dark - very dark - take on the way humans exert authority, and superiority, over our fellow creatures.",1
18929,"Though there are laughs along the way, this is a truly mean-spirited picture.",0
117915, I love nature but halfway through Sunset Song I began to suffer from field fatigue. Cinematographer Michael McDonough shoots the soil and its various fruits with reverence - too much reverence.,0
1095,"The story is raw and real and, if one sticks with it, rewarding.",1
39133,All the cast give credible performances.,1
472364," Imagine ""Crash"" with a social disease and you pretty much have ""The Informers"" in a nutshell.",0
191687, The movie is worth seeing only to savor Hawn's self-mocking ebullience as a character who comes off as a grown-older version of the sexy kooks she played three decades ago.,0
170,A throwback designed to satisfy those with an insatiable craving for a grindhouse cover version of John Carpenter's greatest hits.,1
49746,"It all leads to a very strange place, and I'm particularly impressed with the economical means, both financially and artistically, by which Aronofsky gets there.",1
11540," Is it possible to be both overstuffed and too slight? If so, that's Thor: The Dark World in a nutshell.",1
45933,"As always, the action combines buff bods, sculpted sheet metal, testosterone, guns, bone-crushing throwdowns, tattoos, revving engines and a ""Transformers""-like delight in having as many things as possible smash into each other",0
1966,"Silver Linings Playbook,"" the exuberant new movie from David O. Russell, does almost everything right.",1
291179," Funny in fragments, Woody Allen's ""To Rome With Love"" is crammed with enough unrelated incidents to fill one of his short-story collections and has the same lack of cohesion. ",0
4920,"The kids who first discovered How to Train Your Dragon are teenagers now, contemplating their place in the world, and their animated friends have grown up with them.",1
17925,Creaky Australian WWI saga doesn't improve with age. ,0
375611, A film that isn't aware of the boundaries between an excessive drama and a crying cartoon. [Full review in Spanish],0
2743,If you are of a younger generation you will relate to many of the pop culture references that Shaft (2019) provides.,1
16126,"With very little modification, this archly innocuous children's musical could have been marketed as a sequel to Invasion of the Body Snatchers.",0
959,"Reid... delivers a strong showing as the teen in peril, but performances alone cannot bring a coherent time-line to a head-scratcher which ultimately doesn't make a lot of sense.",0
3111,"In some ways, youth never changes. But it always feels fresh.",1
5773,"... this eldritch tale seems ready-made for a Nic Cage vehicle... a beautiful picture of a descent into madness, an acceptance of inevitability, and a family truly brought together as none have before.",1
343706," Derivative, adolescent tosh.",0
5643,"Ozon never plays the sentimental card and while the abuse suffered by the men is no doubt horrific, the details of their inner lives remain elusive.",1
2091,"Feminist and anti-racist to the bone, Ocelot's latest film is a startling, if misshapen, gem that will hopefully find an audience despite a modest release schedule.",1
393312," There's no pat solution here, but Daniel has one Pyrrhic victory worth a cheer.",1
48543,"A visually stunning modern-day epic in which the protagonist, unfortunately, remains a blur.",0
348784," There isn't much to Vancouver-raised director Patrick Lussier's film besides mayhem and muscle cars, but he sure gets those things right.",0
845,Being swindled has never been this much fun.,1
163249," The film’s dearth of imagination is nowhere more evident than in the flat, tepid dialogue.",0
34278,"A potentially good story spoiled by being not just badly, but stupidly told. It therefore deserves no quarter.",0
113476, What's most depressing is that such a glittering line-up of Oscar talent is reduced to working with such floppy material.,0
