Freshness,Review
0," It looks harmless enough, this chick flick about attraction, rejection and commitment, but if you look closer, you might be irritated to discover women are portrayed as brainless, man-crazy twits unable to think straight when it comes to the mating game"
1,"It's Annette Bening who powers the film, holds our interest and makes us care about a woman heretofore mostly unknown to us."
0," Although the film desperately strives to achieve the salt-stained realism of, say, Peter Weir's 2003 beautifully rough-hewn epic, Master & Commander: The Far Side of the World, In the Heart of the Sea falls far short of such lofty goals."
1," Performances all around are strong, with Piper Laurie's Rose taking the lead and directing us through the story's narrative. We are invited to soak in the retro atmosphere as the story unfolds at a leisurely pace."
0," The chief draw here, of course, is Malala herself: an irrepressible, earnest voice for the oppressed. "
0," Whatever was of Steven Spielberg's original film ... has been demolished and replaced by a tacky new marquee that looks more expensive, is more expensive, and means absolutely nothing."
1,"Martin's one-liners are pretty funny, very dry, and awfully quotable."
1," It's more entertaining than it has any right to be, and I don't think I'm just saying that because I was mesmerized by Zac Efron's abs."
0, Hafstrom can't balance the requirement of excitement with the necessity of depth without jerking the film's pace around like a bad carnival ride.
1," This is a challengingly intelligent film, and Richardson is just superb."
0," Alice Through The Looking Glass is not particularly good. It's a classic case of sequel bloat, a film that seems to exist less because of any extended story it wants or needs to tell than because it must repackage something that was once popular. "
1, ... a kitschy celebration of all things Mel.
1, liltingly transcendent 
1," Clooney directed with an actor's appetite for vivid star turns, and he certainly gets them from Ryan Gosling, Philip Seymour Hoffman, and Paul Giamatti. "
0," While Chappie is bursting with interesting ideas and manages to feel fresh despite obvious (and largely unloved) comparators like Short Circuit, A.I., and Transcendence, the film is sometimes blind to its own point."
1, There's something inherently hilarious about watching bitter man-children petulantly taint the innocence of childhood.
0," Self/Less didn't require a sermon, but it could have used something to anchor the story more firmly as an allegory with a conscience. It could have used more of Tarsem's distinctive Tarsem-ness, as well."
1," Wan is still effective in creating memorable and horrific imagery that lingers in the mind, as well as moments of levity in-between that are surprisingly genuine and sweet."
0, [T]he movie's inability to make up its mind on an approach sinks it.
1, Barcelona-born co-writer/director Cesc Gay's study of friendship and fate is wryly funny and mercifully free of the wailing and hand-wringing that would surely fill any potential American remake.
1, The candlelit interiors and misty forests make the film look inviting and the acting is fist rate with Farrell winning our sympathy and Dunst capturing all the longing and heartache of Edwina.
1, A stealthy film with an abrupt story full of surprises. [Full review in Spanish]
1," American Graffiti, Sixteen Candles and Dazed and Confused, bow to your new master. It super freaking rocks."
0," There's some cool plot points provided by otherwordly expert J.K. Simmons, but they quickly get lost in the shuffle of a boring movie that feels all too familiar."
0," The multiverse King created looks good on paper, but I'm worried that's the only way it will remain enjoyable. "
1, Grindhouse is insider fun when Rodriguez is in charge and regrettable trash when Tarantino takes over.
0, This is neither a satire nor an allegory. It's an infuriating and formulaic attempt at inspirational drama that panders so appallingly to an American audience hungry for uplifting tales of derring-do that it feels insulting from start to finish.
0, There's a good idea and an intriguing story hidden underneath all of Bay's boom-booms. Too bad the smoke doesn't clear long enough to see it.
1, ...less a noble failure than a very minor miracle.
0," It's let down by a disjointed and frustratingly unfocussed script, coupled with some laughably sloppy dialogue."
0,...the sum of the parts equals largely a confused mediocrity.
0, A lurid conspiracy murder tale that's decent for the first hour and then moves into the realm of the ridiculous.
1, The NASA mission at the heart of the must-see documentary Apollo 11 reminds you what it feels to be truly awestruck.
0," For better or worse, this is a movie intended solely for fans of the series."
0,... more of a gothic horror movie than an arresting biographical drama.
1," Nowar uses the Wadi Rum setting in much the same way as American director John Ford used Monument Valley: as an iconic symbol, but also as such a dominant presence that it takes on the importance of character . . . . "
