,Review,predicted_train
11590,"Take the movie on its own lighthearted terms and, chances are, you'll be taken in.",1
1976,"It's really well shot, really well acted, and it's constantly engaging.",1
35052,"Lock, Stock is fun, in a slapdash way; it has an exuberance, and in a time when movies follow formulas like zombies, it's alive.",1
201821, It's a shame The Next Generation crew went out on this flat note.,0
1561,Good Boys knows how to play its cards with honesty and tenderness. [Full Review in Spanish],1
159120," If there's one constant about Collateral Beauty, it's how consistently it disappoints.",1
5766,"While it touches on the toxic masculinity and systematic sexism that permeates Fox News, it does little to contextualize the industry that allowed this behavior to thrive.",1
88918, Happy Phirr Bhag Jayegi relies too hard on obvious attempts at humour at the expense of the Chinese characters.,1
256509," What to say about a racing movie that's stuck in idle as drama? For starters, don't race to see it... there's nothing to distract you from a plot so tired there are tire tracks from other racing movies all over it.",1
367241," Essentially McNamara's version of himself through history, and he is such a persuasive figure.",1
37654,"While Mehari's motives could not be more honourable, his methods leave much to be desired.",1
2139,"Existing below the radar is largely what A Bread Factory is about, so it's unsurprising that Wang often chooses to focus on characters who are very old or very young.",0
162345," Part of the problem with ""Untraceable"" is the identity of the killer behind the Web site is revealed way too early, thus taking most of the mystery out of the movie.",1
1723,"A poorly structured, forgettable horror anthology that leaves a lot to be desired.",0
1180,"Toggling between self-commiseration and looking forward attitude, this dramedy turned nonsensical adventure fills each frame with an unconvincing euphoric reassurance.",0
8738,"While there may be some slight stiffness in the storytelling joints, Guillermo del Toro's Gothic love story is a visually ravishing delight.",1
216566," Elegant, cruel and precise in its commentary on the turmoil inherent in being a teenage girl, the film works brilliantly up until the final act, its mordant, manicured savagery heightened by a primal score.",1
42790,"Yup, Van Sant is in trance mode again, and he hasn't adapted Blake Nelson's novel so much as shattered it into a hypnotic drift of alienation and reverie. The movie haunts.",1
330754," Wassup Rockers could have been a spiky culture clash. When it tries to shock us with its alleged realism, though, it is entirely a bore.",0
1052,"A truly beguiling work, and the best animated feature of 2019 -- hands down.",0
36398,This chicken has legs -- lots of them.,1
3240,"Mr. Borte conjures up a pleasant Stepford that runs less on robotic conformity than on endless, anxious competition. The key to the film is that it allows this life to have some real appeal.",1
2598,Luc Besson demonstrates [with Anna] that he has lost the ability to innovate and to surprise viewers. [Full Review in Spanish],1
376879, Most depressing is the overriding desire to confront the complexity of Arab-Western relations through feel-good platitudes.,1
269085," It's the rare film which can still grab your attention months after viewing, and The Pianist was one of them.",1
33767,"Even as a musical celebration, the movie is a misfire. Instead of re-creating the ecstatic, improvisatory flow of Brown's stage act, the film cuts almost everything into glittering bits and pieces.",1
13528, Turning Reese Witherspoon into a smug piece of salad is probably not the best use of all those millions of dollars.,1
5077,"Even if you don't care about the space race you can enjoy the cinematography, some of which was shot on 70 mm...",1
348604," Domestic love triangles, empty nests, dysfunctional mommy fixation and smitten loons, while Jonah Hill does Oedipus Wrecks.",1
52205,"'Suggested by' Isaac Asimov's book of short stories, Alex Proyas's hectic thriller engages some interesting ideas on its way to an overblown and incoherent ending.",0
3787,It's fun! Is it brilliant or groundbreaking? No.,1
364985, ...concludes in a gigantic fireball of insignificance.,0
2102,This is not a ride you want to share.,0
276494," The Jewish Cardinal uses the luscious pleasures of the everyday to underscore and endure the big questions of identity, humanity, and home.",0
18644,"A simple tale about Dog butchery, bullying, American imperialism and Korean bigotry.",1
26126,"Cate Blanchett really shines here as Mrs. Zimmerman, a witch with a tragic past who is broken inside, and her magic is suffering. You could easily watch the joyous insult banter between Blanchett and Black for two hours. ",1
49178,...there's a feeling with Becoming Jane that we have seen it all before.... Many times.,1
43062,"Unless viewers are aficionados of the old royal family, I'm not sure how interested they'll be in following two posh-accented young women chasing through drunken crowds in period dress, though Powley, in particular, is a charmer.",0
2476,"The Weekend is a little too leadenly paced to work as comedy, but Meghie settles [the film] nicely into a tonal groove as an earnest, emotional relationship drama.",0
